user_id,Pickup_Location,rental_date,duration,return_date,car_id,total_amount
5,Udaipur,2020-08-13,5,2020-08-18,8677,61000
5,Puducherry,2020-09-24,3,2020-09-27,2848,16650
5,Guwahati,2020-10-22,4,2020-10-26,2261,48600
5,Coimbatore,2020-11-12,7,2020-11-19,137,75600
5,Kota,2020-12-10,7,2020-12-17,8327,47600
6,Visakhapatnam,2019-09-26,2,2019-09-28,9922,19000
6,Kolkata,2019-10-10,5,2019-10-15,6273,36000
6,Raigarh,2019-11-14,1,2019-11-15,4392,7000
6,Ranchi,2019-11-21,7,2019-11-28,218,66150
6,Bhopal,2019-12-05,4,2019-12-09,7069,34400
6,Jamshedpur,2019-12-12,3,2019-12-15,3024,16200
6,Tirupati,2019-12-26,5,2019-12-31,4868,30250
6,Hyderabad,2020-02-06,2,2020-02-08,993,19600
6,Mopa,2020-03-05,4,2020-03-09,3474,32400
6,Navi Mumbai,2020-03-12,2,2020-03-14,1382,41000
6,Khowai,2020-04-23,7,2020-04-30,1100,52500
6,Visakhapatnam,2020-04-30,4,2020-05-04,9940,35200
6,Puri,2020-05-28,5,2020-06-02,4692,36250
6,Guwahati,2020-09-17,3,2020-09-20,2254,30450
6,Kullu-Manali,2020-10-29,1,2020-10-30,7553,8900
6,Khowai,2020-11-05,7,2020-11-12,1193,67200
6,Puducherry,2020-11-12,7,2020-11-19,2853,66850
6,Jamshedpur,2020-11-26,7,2020-12-03,3156,62300
6,Bhopal,2020-12-24,4,2020-12-28,7053,38400
6,Jaipur,2020-12-31,5,2021-01-05,7344,37500
6,Srinagar,2021-01-07,6,2021-01-13,5358,70800
6,Jamshedpur,2021-02-25,5,2021-03-02,3090,58750
6,Gwalior,2021-04-01,5,2021-04-06,1948,39000
7,Mysuru,2019-11-21,7,2019-11-28,10255,38850
7,Udaipur,2020-01-24,7,2020-01-31,8616,34650
7,Ludhiana,2020-01-31,6,2020-02-06,4020,40500
7,Srinagar,2020-03-05,4,2020-03-09,5290,47000
7,Amritsar,2020-03-19,7,2020-03-26,6981,103600
7,Navi Mumbai,2020-05-14,7,2020-05-21,1226,51800
7,Dehradun,2020-05-28,5,2020-06-02,5092,36500
7,Tirupati,2020-06-04,4,2020-06-08,4941,55200
7,Coimbatore,2020-06-19,2,2020-06-21,41,17200
7,Delhi NCR,2020-06-25,3,2020-06-28,5544,22500
7,Diu,2020-07-17,4,2020-07-21,8862,72400
7,Mysuru,2020-08-06,6,2020-08-12,10362,60000
7,Patna,2020-08-20,3,2020-08-23,10516,23250
7,Guwahati,2020-09-03,6,2020-09-09,2310,85800
8,Chennai,2019-10-03,1,2019-10-04,4436,6950
8,Imphal,2019-10-24,7,2019-10-31,9493,71400
8,Prayagraj,2019-10-31,2,2019-11-02,3772,18000
8,Hyderabad,2019-11-21,2,2019-11-23,804,12900
8,Dabolim,2019-12-19,7,2019-12-26,552,44800
8,Patna,2020-01-02,2,2020-01-04,10499,13500
8,Raigarh,2020-01-16,1,2020-01-17,4344,7300
8,Shillong,2020-01-30,3,2020-02-02,6733,34200
8,Vadodara,2020-04-23,6,2020-04-29,3887,34500
8,Mopa,2020-05-28,7,2020-06-04,3462,126700
8,Srinagar,2020-06-25,2,2020-06-27,5326,25600
8,Jaipur,2020-07-02,6,2020-07-08,7229,50700
8,Dabolim,2020-07-16,5,2020-07-21,517,63750
8,Surat,2020-07-23,5,2020-07-28,8419,29500
8,Guwahati,2020-08-20,6,2020-08-26,2330,77400
8,Pune,2020-09-03,5,2020-09-08,1526,65000
8,Varanasi,2021-01-28,2,2021-01-30,5817,17700
8,Vadodara,2021-02-11,6,2021-02-17,3952,38400
8,Udaipur,2021-03-25,1,2021-03-26,8684,7400
8,Guwahati,2021-04-22,3,2021-04-25,2358,35700
8,Puri,2021-05-13,7,2021-05-20,4609,55300
8,Ahmedabad,2021-06-10,1,2021-06-11,636,6900
8,Bhubaneswar,2021-06-24,6,2021-06-30,7899,40500
8,Mopa,2021-08-01,1,2021-08-02,3438,9950
8,Varanasi,2021-07-22,7,2021-07-29,5866,52850
8,Bilaspur,2021-08-05,4,2021-08-09,2533,44400
8,Srinagar,2021-08-12,3,2021-08-15,5229,25200
8,Raigarh,2021-08-26,1,2021-08-27,4336,6800
8,Nashik,2021-09-02,6,2021-09-08,3221,71100
8,Prayagraj,2021-09-16,3,2021-09-19,3636,20550
8,Shimla,2021-10-07,6,2021-10-13,9318,64500
8,Mopa,2021-11-04,5,2021-11-09,3559,34000
8,Shimla,2021-11-25,1,2021-11-26,9235,6400
8,Dhubri,2021-12-16,3,2021-12-19,6060,20550
8,Jamshedpur,2022-01-13,7,2022-01-20,3186,70000
8,Chennai,2022-01-27,5,2022-02-01,4598,64000
8,Ranchi,2022-02-03,4,2022-02-07,317,51200
8,Bilaspur,2022-02-24,1,2022-02-25,2490,11600
8,Puri,2022-03-10,7,2022-03-17,4670,95200
8,Bhubaneswar,2022-04-28,7,2022-05-05,7923,60900
8,Puri,2022-05-05,2,2022-05-07,4719,11500
8,Ludhiana,2022-06-02,2,2022-06-04,4059,12300
8,Varanasi,2022-06-30,1,2022-07-01,5805,9850
8,Kullu-Manali,2022-07-07,7,2022-07-14,7431,34300
8,Prayagraj,2022-07-21,3,2022-07-24,3792,21000
8,Udaipur,2022-07-28,4,2022-08-01,8684,29600
8,Ayodhya,2022-08-11,5,2022-08-16,7697,48500
8,Kolkata,2022-08-25,6,2022-08-31,6294,65400
8,Jamshedpur,2022-09-15,4,2022-09-19,3157,55600
8,Imphal,2022-11-03,3,2022-11-06,9413,28050
8,Guwahati,2022-11-24,3,2022-11-27,2217,26850
8,Delhi NCR,2022-12-01,7,2022-12-08,5456,36400
9,Chennai,2019-09-26,5,2019-10-01,4498,52000
9,Mumbai,2019-10-03,1,2019-10-04,10735,7500
9,Raigarh,2019-10-10,7,2019-10-17,4299,46900
9,Gangtok,2019-11-28,2,2019-11-30,6489,17400
9,Chennai,2019-12-05,4,2019-12-09,4588,35200
9,Raigarh,2020-01-09,4,2020-01-13,4233,27400
9,Delhi NCR,2020-01-23,4,2020-01-27,5515,29600
9,Puducherry,2020-02-06,3,2020-02-09,2909,27450
9,Shillong,2020-02-20,7,2020-02-27,6695,43750
9,Bhopal,2020-04-09,3,2020-04-12,7162,30000
9,Surat,2020-07-11,4,2020-07-15,8454,40400
9,Puri,2020-06-18,4,2020-06-22,4791,30400
9,Itanagar,2020-07-09,1,2020-07-10,5667,7100
9,Ahmedabad,2020-07-30,3,2020-08-02,710,42750
9,Khowai,2020-09-17,7,2020-09-24,1105,60900
9,Bilaspur,2020-10-08,6,2020-10-14,2570,81000
9,Guwahati,2020-10-15,1,2020-10-16,2288,6300
9,Hyderabad,2020-10-22,4,2020-10-26,857,36800
9,Visakhapatnam,2020-11-05,3,2020-11-08,9805,29850
9,Pune,2021-01-14,5,2021-01-19,1473,35250
9,Itanagar,2021-01-28,4,2021-02-01,5766,54400
9,Jamshedpur,2021-04-08,6,2021-04-14,3002,44400
9,Ahmedabad,2021-04-15,5,2021-04-20,780,46500
9,Puducherry,2021-05-27,3,2021-05-30,2909,27450
9,Nashik,2021-07-08,1,2021-07-09,3229,8350
9,Indore,2021-07-15,4,2021-07-19,10061,48400
9,Bhopal,2021-07-29,6,2021-08-04,7111,34500
9,Gwalior,2021-08-12,6,2021-08-18,1864,33600
9,Bilaspur,2021-08-19,4,2021-08-23,2422,71200
9,Nashik,2021-09-23,5,2021-09-28,3334,59500
9,Ludhiana,2021-11-07,7,2021-11-14,4135,51800
9,Delhi NCR,2021-10-28,2,2021-10-30,5424,10900
10,Patna,2019-10-03,7,2019-10-10,10457,63700
10,Imphal,2019-11-15,1,2019-11-16,9449,8050
10,Raipur,2019-12-26,7,2020-01-02,2732,58100
10,Udaipur,2020-02-20,6,2020-02-26,8747,54000
10,Indore,2020-03-12,7,2020-03-19,10146,65800
10,Dabolim,2020-04-02,1,2020-04-03,588,8800
10,Vijayawada,2020-05-07,7,2020-05-14,1754,69300
10,Imphal,2020-06-18,4,2020-06-22,9465,32200
10,Raipur,2020-06-25,1,2020-06-26,2622,17850
10,Hyderabad,2020-08-06,3,2020-08-09,923,26400
10,Shillong,2020-08-27,6,2020-09-02,6784,48600
10,Khowai,2020-09-10,2,2020-09-12,1196,19200
10,Kullu-Manali,2020-09-24,4,2020-09-28,7447,20400
10,Mopa,2020-10-08,5,2020-10-13,3448,28000
10,Ludhiana,2020-10-15,3,2020-10-18,4008,16350
10,Ludhiana,2020-11-26,3,2020-11-29,4029,25350
10,Chennai,2020-12-03,6,2020-12-09,4511,35400
11,Ayodhya,2019-10-03,7,2019-10-10,7710,99400
11,Dehradun,2019-10-25,5,2019-10-30,5075,33250
11,Itanagar,2019-11-14,7,2019-11-21,5662,126700
11,Pune,2019-11-21,6,2019-11-27,1566,82200
11,Vijayawada,2019-12-19,2,2019-12-21,1693,20500
11,Ludhiana,2020-01-02,1,2020-01-03,4162,10200
11,Shimla,2020-01-16,3,2020-01-19,9393,28800
11,Khowai,2020-01-24,2,2020-01-26,1064,11100
11,Delhi NCR,2020-02-28,2,2020-03-01,5441,17400
11,Kota,2020-03-20,1,2020-03-21,8391,7500
11,Diu,2020-03-26,6,2020-04-01,8927,41400
11,Pune,2020-04-09,6,2020-04-15,1459,36300
11,Mumbai,2020-05-14,1,2020-05-15,10725,12000
11,Puri,2020-06-11,7,2020-06-18,4704,43750
11,Thiruvananthapuram,2020-07-30,7,2020-08-06,8182,145600
11,Puri,2020-08-14,5,2020-08-19,4652,33000
11,Gangtok,2020-09-10,3,2020-09-13,6599,22500
11,Puducherry,2020-09-17,4,2020-09-21,2988,34000
11,Visakhapatnam,2020-12-03,4,2020-12-07,9837,47800
11,Ayodhya,2021-02-25,1,2021-02-26,7633,6850
11,Varanasi,2021-03-11,5,2021-03-16,5907,38500
11,Dehradun,2021-04-01,7,2021-04-08,5009,55650
11,Thiruvananthapuram,2021-04-15,6,2021-04-21,8060,42000
11,Pune,2021-05-20,5,2021-05-25,1488,31250
11,Chennai,2021-05-27,2,2021-05-29,4594,21600
11,Puducherry,2021-07-01,1,2021-07-02,2999,7500
11,Bhopal,2021-07-15,3,2021-07-18,7031,14700
11,Indore,2021-07-23,6,2021-07-29,10179,51600
11,Amritsar,2021-08-12,1,2021-08-13,6819,5950
11,Gwalior,2021-08-26,1,2021-08-27,1950,15300
11,Pune,2021-09-09,3,2021-09-12,1570,41100
11,Khowai,2021-09-23,1,2021-09-24,1179,8600
11,Ranchi,2021-01-10,7,2021-01-17,245,71050
11,Guwahati,2021-10-07,7,2021-10-14,2379,61600
11,Srinagar,2021-10-14,7,2021-10-21,5224,37800
11,Hyderabad,2021-11-25,4,2021-11-29,904,25600
11,Tirupati,2021-12-02,5,2021-12-07,4894,53500
11,Udaipur,2021-12-16,4,2021-12-20,8664,22800
11,Gwalior,2021-12-30,4,2022-01-03,1805,39600
11,Diu,2022-02-03,4,2022-02-07,8955,33600
11,Bengaluru,2022-02-17,5,2022-02-22,2068,31000
11,Prayagraj,2022-03-03,5,2022-03-08,3733,56500
11,Delhi NCR,2022-06-02,6,2022-06-08,5483,46200
11,Raigarh,2022-06-24,4,2022-06-28,4275,26200
11,Patna,2022-07-14,1,2022-07-15,10578,12000
11,Chandigarh,2022-08-04,1,2022-08-05,9019,5950
11,Gangtok,2022-08-19,5,2022-08-24,6548,39000
11,Bhubaneswar,2022-08-25,2,2022-08-27,7950,30800
11,Visakhapatnam,2022-10-06,4,2022-10-10,9876,28800
11,Bilaspur,2023-01-19,5,2023-01-24,2453,47250
11,Jaipur,2023-01-26,3,2023-01-29,7202,22350
11,Chandigarh,2023-03-17,5,2023-03-22,9188,44000
11,Raigarh,2023-04-20,7,2023-04-27,4390,112000
11,Ayodhya,2023-05-11,6,2023-05-17,7649,48300
12,Delhi NCR,2019-09-26,1,2019-09-27,5407,4950
12,Puri,2019-10-03,2,2019-10-05,4625,15800
12,Shimla,2019-10-17,6,2019-10-23,9214,59400
12,Raigarh,2019-12-05,4,2019-12-09,4367,30000
12,Vadodara,2019-12-19,4,2019-12-23,3979,34400
12,Puri,2020-01-09,4,2020-01-13,4631,19600
12,Mysuru,2020-02-13,2,2020-02-15,10350,30600
12,Dehradun,2020-02-20,3,2020-02-23,5036,20850
12,Kullu-Manali,2020-03-05,5,2020-03-10,7474,40500
12,Shillong,2020-04-09,3,2020-04-12,6720,15750
12,Coimbatore,2020-04-16,6,2020-04-22,144,43800
12,Chennai,2020-04-23,1,2020-04-24,4575,8300
12,Guwahati,2020-06-07,7,2020-06-14,2209,55650
12,Bhopal,2020-06-04,3,2020-06-07,7040,13200
12,Delhi NCR,2020-06-11,4,2020-06-15,5457,36800
12,Puducherry,2020-06-25,6,2020-07-01,2863,30300
12,Puducherry,2020-07-02,5,2020-07-07,3000,35000
12,Gwalior,2020-07-30,1,2020-07-31,1956,8800
12,Visakhapatnam,2020-08-13,6,2020-08-19,9865,49200
12,Patna,2020-08-20,4,2020-08-24,10595,36000
12,Gwalior,2020-09-03,2,2020-09-05,1900,15000
12,Ranchi,2020-09-24,3,2020-09-27,301,38400
12,Bengaluru,2020-10-29,1,2020-10-30,2087,5800
12,Mopa,2020-11-27,7,2020-12-04,3429,59150
12,Bhubaneswar,2020-12-10,6,2020-12-16,7987,57600
12,Dabolim,2021-01-07,3,2021-01-10,403,20400
13,Itanagar,2019-10-10,3,2019-10-13,5635,19200
13,Jaipur,2019-10-17,7,2019-10-24,7246,78400
13,Hisar,2019-10-24,1,2019-10-25,9656,5100
13,Ranchi,2019-10-31,1,2019-11-01,227,6950
13,Surat,2019-11-07,7,2019-11-14,8404,44800
13,Ranchi,2019-11-14,7,2019-11-21,336,48300
13,Patna,2019-11-28,3,2019-12-01,10594,31500
13,Guwahati,2020-01-09,4,2020-01-13,2225,31800
13,Delhi NCR,2020-01-16,2,2020-01-18,5460,14000
13,Bhubaneswar,2020-01-30,4,2020-02-03,7902,75000
13,Khowai,2020-03-19,5,2020-03-24,1186,50500
13,Diu,2020-04-09,2,2020-04-11,8939,15800
13,Raipur,2020-05-07,4,2020-05-11,2754,39200
13,Guwahati,2020-06-18,7,2020-06-25,2317,89600
13,Delhi NCR,2020-07-30,3,2020-08-02,5484,22200
13,Vadodara,2020-08-06,5,2020-08-11,3840,22000
13,Shimla,2020-10-29,3,2020-11-01,9373,36300
13,Kolkata,2020-11-05,4,2020-11-09,6361,45200
13,Puducherry,2020-11-26,5,2020-12-01,2806,54500
13,Dehradun,2020-12-24,3,2020-12-27,5144,22200
13,Ranchi,2021-01-07,3,2021-01-10,217,26850
13,Hyderabad,2021-01-28,1,2021-01-29,948,8000
13,Nashik,2021-04-08,5,2021-04-13,3366,68000
13,Visakhapatnam,2021-05-20,5,2021-05-25,9827,34750
13,Ayodhya,2021-05-27,6,2021-06-02,7687,34200
13,Gangtok,2021-06-03,5,2021-06-08,6425,39250
13,Varanasi,2021-06-17,1,2021-06-18,5914,8700
13,Raigarh,2021-07-29,6,2021-08-04,4386,60000
13,Shimla,2021-08-05,3,2021-08-08,9217,26700
13,Coimbatore,2021-08-12,7,2021-08-19,80,32200
13,Visakhapatnam,2021-08-26,3,2021-08-29,9995,27900
13,Bhubaneswar,2021-09-02,2,2021-09-04,7861,24200
13,Bhubaneswar,2021-09-09,3,2021-09-12,7828,17700
13,Prayagraj,2021-10-21,6,2021-10-27,3698,61200
13,Itanagar,2021-12-04,7,2021-12-11,5702,131250
13,Patna,2021-12-16,6,2021-12-22,10532,49800
13,Prayagraj,2021-12-30,2,2022-01-01,3663,10100
13,Shimla,2022-01-06,6,2022-01-12,9392,42600
13,Srinagar,2022-04-10,7,2022-04-17,5305,61250
13,Shimla,2022-05-12,1,2022-05-13,9258,9600
13,Vadodara,2022-05-19,7,2022-05-26,3993,67200
13,Khowai,2022-08-04,5,2022-08-09,1185,53000
13,Pune,2022-09-08,5,2022-09-13,1500,37750
13,Delhi NCR,2022-11-17,1,2022-11-18,5405,9950
13,Bhopal,2022-01-13,4,2022-01-17,7120,21000
13,Ayodhya,2022-12-22,7,2022-12-29,7712,36400
13,Delhi NCR,2023-01-12,2,2023-01-14,5430,26900
13,Chandigarh,2023-01-26,2,2023-01-28,9127,14000
14,Kolkata,2019-10-03,2,2019-10-05,6369,21600
14,Pune,2019-10-24,1,2019-10-25,1422,17850
14,Pune,2019-10-31,4,2019-11-04,1545,40000
14,Thiruvananthapuram,2019-11-21,7,2019-11-28,8029,59150
14,Shimla,2020-02-06,3,2020-02-09,9350,46200
14,Surat,2020-03-05,3,2020-03-08,8484,21750
