User_ID,Pickup_Location,rental_date,Duration,return_date,Car_Id
2,Gangtok,2021-05-13,4,2021-05-17,6442
2,Udaipur,2021-07-01,4,2021-07-05,8757
2,Kota,2021-07-08,6,2021-07-14,8329
2,Jaipur,2021-07-15,4,2021-07-19,7305
2,Thiruvananthapuram,2021-08-05,5,2021-08-10,8096
2,Bhubaneswar,2021-09-09,6,2021-09-15,7821
2,Ranchi,2021-11-07,1,2021-11-08,280
2,Dabolim,2021-11-04,4,2021-11-08,403
2,Raigarh,2021-12-16,4,2021-12-20,4208
2,Vadodara,2021-12-30,7,2022-01-06,3816
2,Ludhiana,2022-01-06,3,2022-01-09,4023
2,Varanasi,2022-02-10,1,2022-02-11,5971
2,Mumbai,2022-02-24,3,2022-02-27,10705
2,Ayodhya,2022-03-17,1,2022-03-18,7716
2,Guwahati,2022-03-24,3,2022-03-27,2353
3,Dehradun,2019-11-14,3,2019-11-17,5036
3,Varanasi,2019-11-28,1,2019-11-29,5890
3,Dhubri,2019-12-19,6,2019-12-25,6119
3,Coimbatore,2019-12-26,4,2019-12-30,176
3,Udaipur,2020-01-02,4,2020-01-06,8621
3,Mopa,2020-01-09,3,2020-01-12,3413
3,Kota,2020-01-23,3,2020-01-26,8359
3,Gwalior,2020-01-30,1,2020-01-31,1965
3,Prayagraj,2020-02-13,7,2020-02-20,3648
3,Varanasi,2020-02-28,5,2020-03-04,5923
3,Nashik,2020-04-16,1,2020-04-17,3223
3,Ayodhya,2020-05-14,4,2020-05-18,7707
3,Srinagar,2020-06-11,1,2020-06-12,5228
3,Udaipur,2020-07-23,3,2020-07-26,8639
3,Patna,2020-10-03,6,2020-10-09,10463
3,Jamshedpur,2020-10-01,2,2020-10-03,3057
3,Puducherry,2020-10-30,6,2020-11-05,2843
3,Nashik,2020-11-26,6,2020-12-02,3272
3,Srinagar,2020-12-17,7,2020-12-24,5302
3,Kolkata,2020-12-24,3,2020-12-27,6308
3,Kota,2021-01-21,6,2021-01-27,8334
3,Nashik,2021-01-28,3,2021-01-31,3255
3,Dehradun,2021-02-18,1,2021-02-19,5093
3,Guwahati,2021-02-25,6,2021-03-03,2252
3,Patna,2021-03-18,4,2021-03-22,10444
3,Gwalior,2021-04-01,5,2021-04-06,1897
3,Raipur,2021-04-08,5,2021-04-13,2726
3,Pune,2021-04-15,2,2021-04-17,1504
3,Varanasi,2021-05-13,2,2021-05-15,5944
3,Imphal,2021-06-10,1,2021-06-11,9404
3,Khowai,2021-07-29,7,2021-08-05,1162
3,Srinagar,2021-08-19,5,2021-08-24,5361
3,Coimbatore,2021-12-11,4,2021-12-15,53
3,Mumbai,2021-11-18,3,2021-11-21,10724
3,Gwalior,2022-01-21,7,2022-01-28,1801
3,Visakhapatnam,2022-02-10,2,2022-02-12,9961
3,Gwalior,2022-05-12,4,2022-05-16,1924
3,Raipur,2022-06-23,6,2022-06-29,2717
3,Navi Mumbai,2022-07-21,1,2022-07-22,1333
3,Raigarh,2022-08-18,3,2022-08-21,4330
3,Kolkata,2022-09-22,4,2022-09-26,6346
3,Imphal,2022-09-29,1,2022-09-30,9572
3,Vijayawada,2022-10-13,7,2022-10-20,1687
3,Vijayawada,2022-10-27,3,2022-10-30,1690
3,Surat,2022-11-03,6,2022-11-09,8495
3,Jamshedpur,2022-12-15,2,2022-12-17,3155
3,Ludhiana,2023-01-05,6,2023-01-11,4057
3,Chandigarh,2023-01-12,2,2023-01-14,9159
3,Kolkata,2023-02-16,3,2023-02-19,6256
3,Jaipur,2023-02-23,6,2023-03-01,7339
3,Udaipur,2023-03-09,2,2023-03-11,8696
3,Diu,2023-03-23,7,2023-03-30,8976
3,Jamshedpur,2023-03-30,2,2023-04-01,3130
3,Bengaluru,2023-04-06,7,2023-04-13,2174
3,Udaipur,2023-04-20,2,2023-04-22,8629
3,Hyderabad,2023-06-11,4,2023-06-15,803
3,Vadodara,2023-05-25,6,2023-05-31,3911
3,Bhubaneswar,2023-06-01,6,2023-06-07,7842
3,Imphal,2023-06-08,4,2023-06-12,9425
3,Ludhiana,2023-07-13,2,2023-07-15,4073
4,Vijayawada,2019-10-03,2,2019-10-05,1662
4,Itanagar,2019-11-07,2,2019-11-09,5654
4,Imphal,2019-11-14,6,2019-11-20,9479
4,Bilaspur,2020-01-09,3,2020-01-12,2405
4,Indore,2020-01-23,4,2020-01-27,10179
4,Hyderabad,2020-02-14,5,2020-02-19,890
4,Kullu-Manali,2020-02-27,3,2020-03-01,7402
4,Puducherry,2020-03-19,3,2020-03-22,2807
4,Srinagar,2020-04-02,6,2020-04-08,5354
4,Surat,2020-04-30,4,2020-05-04,8580
4,Dabolim,2020-05-07,4,2020-05-11,537
4,Patna,2020-07-23,5,2020-07-28,10413
4,Vadodara,2020-08-27,4,2020-08-31,3944
4,Mysuru,2020-10-22,2,2020-10-24,10279
4,Patna,2020-11-26,1,2020-11-27,10546
4,Khowai,2020-12-24,5,2020-12-29,1190
4,Patna,2020-12-31,6,2021-01-06,10431
4,Srinagar,2021-01-21,4,2021-01-25,5287
4,Kota,2021-02-19,1,2021-02-20,8394
4,Tirupati,2021-03-04,3,2021-03-07,4904
4,Kota,2021-03-11,2,2021-03-13,8261
4,Mumbai,2021-05-08,4,2021-05-12,10736
4,Puducherry,2021-06-10,4,2021-06-14,2941
4,Hisar,2021-08-01,3,2021-08-04,9689
4,Khowai,2021-09-23,2,2021-09-25,1170
4,Coimbatore,2021-10-15,7,2021-10-22,102
4,Amritsar,2021-11-18,5,2021-11-23,6900
4,Patna,2021-12-16,1,2021-12-17,10499
4,Mumbai,2021-12-30,7,2022-01-06,10774
4,Puri,2022-01-13,3,2022-01-16,4762
4,Dabolim,2022-02-03,6,2022-02-09,568
4,Shillong,2022-03-24,5,2022-03-29,6637
4,Ayodhya,2022-03-31,4,2022-04-04,7602
4,Kota,2022-04-07,2,2022-04-09,8346
4,Udaipur,2022-04-21,7,2022-04-28,8712
4,Hyderabad,2022-05-12,1,2022-05-13,982
4,Pune,2022-05-26,4,2022-05-30,1565
4,Imphal,2022-06-02,3,2022-06-05,9496
4,Hyderabad,2022-08-04,7,2022-08-11,820
4,Pune,2022-10-01,4,2022-10-05,1503
4,Itanagar,2022-09-23,7,2022-09-30,5690
4,Mumbai,2022-09-29,7,2022-10-06,10703
4,Jamshedpur,2022-10-27,2,2022-10-29,3028
4,Varanasi,2022-11-03,3,2022-11-06,5833
4,Bhopal,2022-11-10,7,2022-11-17,7061
4,Tirupati,2022-12-01,7,2022-12-08,4918
4,Vadodara,2023-01-05,5,2023-01-10,3926
4,Mysuru,2023-01-19,7,2023-01-26,10230
4,Shillong,2023-03-02,3,2023-03-05,6692
4,Gwalior,2023-03-09,7,2023-03-16,1869
4,Vijayawada,2023-04-06,2,2023-04-08,1707
4,Dehradun,2023-06-15,4,2023-06-19,5139
4,Jamshedpur,2023-06-29,5,2023-07-04,3092
4,Nashik,2023-07-13,1,2023-07-14,3337
5,Nashik,2019-09-26,4,2019-09-30,3319
5,Visakhapatnam,2020-01-02,6,2020-01-08,9885
5,Mopa,2020-03-06,3,2020-03-09,3422
5,Nashik,2020-02-13,4,2020-02-17,3227
5,Bhopal,2020-02-27,3,2020-03-01,7195
5,Mysuru,2020-03-12,4,2020-03-16,10381
5,Srinagar,2020-05-21,3,2020-05-24,5248
5,Hisar,2020-07-30,3,2020-08-02,9704
5,Udaipur,2020-08-13,5,2020-08-18,8735
5,Puducherry,2020-09-24,3,2020-09-27,2961
5,Guwahati,2020-10-22,4,2020-10-26,2366
5,Coimbatore,2020-11-12,7,2020-11-19,85
5,Kota,2020-12-10,7,2020-12-17,8231
6,Visakhapatnam,2019-09-26,2,2019-09-28,9997
6,Kolkata,2019-10-10,5,2019-10-15,6245
6,Raigarh,2019-11-14,1,2019-11-15,4228
6,Ranchi,2019-11-21,7,2019-11-28,261
6,Bhopal,2019-12-05,4,2019-12-09,7067
6,Jamshedpur,2019-12-12,3,2019-12-15,3161
6,Tirupati,2019-12-26,5,2019-12-31,4879
6,Hyderabad,2020-02-06,2,2020-02-08,881
6,Mopa,2020-03-05,4,2020-03-09,3423
6,Navi Mumbai,2020-03-12,2,2020-03-14,1296
6,Khowai,2020-04-23,7,2020-04-30,1162
6,Visakhapatnam,2020-04-30,4,2020-05-04,9884
6,Puri,2020-05-28,5,2020-06-02,4723
6,Guwahati,2020-09-17,3,2020-09-20,2352
6,Kullu-Manali,2020-10-29,1,2020-10-30,7432
6,Khowai,2020-11-05,7,2020-11-12,1129
6,Puducherry,2020-11-12,7,2020-11-19,2907
6,Jamshedpur,2020-11-26,7,2020-12-03,3030
6,Bhopal,2020-12-24,4,2020-12-28,7020
6,Jaipur,2020-12-31,5,2021-01-05,7275
6,Srinagar,2021-01-07,6,2021-01-13,5361
6,Jamshedpur,2021-02-25,5,2021-03-02,3054
6,Gwalior,2021-04-01,5,2021-04-06,1821
7,Mysuru,2019-11-21,7,2019-11-28,10239
7,Udaipur,2020-01-24,7,2020-01-31,8746
7,Ludhiana,2020-01-31,6,2020-02-06,4125
7,Srinagar,2020-03-05,4,2020-03-09,5240
7,Amritsar,2020-03-19,7,2020-03-26,6940
7,Navi Mumbai,2020-05-14,7,2020-05-21,1293
7,Dehradun,2020-05-28,5,2020-06-02,5142
7,Tirupati,2020-06-04,4,2020-06-08,4914
7,Coimbatore,2020-06-19,2,2020-06-21,177
7,Delhi NCR,2020-06-25,3,2020-06-28,5481
7,Diu,2020-07-17,4,2020-07-21,8965
7,Mysuru,2020-08-06,6,2020-08-12,10394
7,Patna,2020-08-20,3,2020-08-23,10586
7,Guwahati,2020-09-03,6,2020-09-09,2342
8,Chennai,2019-10-03,1,2019-10-04,4486
8,Imphal,2019-10-24,7,2019-10-31,9413
8,Prayagraj,2019-10-31,2,2019-11-02,3758
8,Hyderabad,2019-11-21,2,2019-11-23,975
8,Dabolim,2019-12-19,7,2019-12-26,469
8,Patna,2020-01-02,2,2020-01-04,10593
8,Raigarh,2020-01-16,1,2020-01-17,4255
8,Shillong,2020-01-30,3,2020-02-02,6632
8,Vadodara,2020-04-23,6,2020-04-29,3949
8,Mopa,2020-05-28,7,2020-06-04,3460
8,Srinagar,2020-06-25,2,2020-06-27,5333
8,Jaipur,2020-07-02,6,2020-07-08,7225
8,Dabolim,2020-07-16,5,2020-07-21,505
8,Surat,2020-07-23,5,2020-07-28,8461
8,Guwahati,2020-08-20,6,2020-08-26,2312
8,Pune,2020-09-03,5,2020-09-08,1495
8,Varanasi,2021-01-28,2,2021-01-30,5820
8,Vadodara,2021-02-11,6,2021-02-17,3953
8,Udaipur,2021-03-25,1,2021-03-26,8707
8,Guwahati,2021-04-22,3,2021-04-25,2377
8,Puri,2021-05-13,7,2021-05-20,4669
8,Ahmedabad,2021-06-10,1,2021-06-11,685
8,Bhubaneswar,2021-06-24,6,2021-06-30,7874
8,Mopa,2021-08-01,1,2021-08-02,3471
8,Varanasi,2021-07-22,7,2021-07-29,5851
8,Bilaspur,2021-08-05,4,2021-08-09,2525
8,Srinagar,2021-08-12,3,2021-08-15,5248
8,Raigarh,2021-08-26,1,2021-08-27,4351
8,Nashik,2021-09-02,6,2021-09-08,3381
8,Prayagraj,2021-09-16,3,2021-09-19,3671
8,Shimla,2021-10-07,6,2021-10-13,9338
8,Mopa,2021-11-04,5,2021-11-09,3458
8,Shimla,2021-11-25,1,2021-11-26,9268
8,Dhubri,2021-12-16,3,2021-12-19,6034
8,Jamshedpur,2022-01-13,7,2022-01-20,3097
8,Chennai,2022-01-27,5,2022-02-01,4455
8,Ranchi,2022-02-03,4,2022-02-07,375
8,Bilaspur,2022-02-24,1,2022-02-25,2414
8,Puri,2022-03-10,7,2022-03-17,4749
8,Bhubaneswar,2022-04-28,7,2022-05-05,7841
8,Puri,2022-05-05,2,2022-05-07,4656
8,Ludhiana,2022-06-02,2,2022-06-04,4006
8,Varanasi,2022-06-30,1,2022-07-01,5885
8,Kullu-Manali,2022-07-07,7,2022-07-14,7596
8,Prayagraj,2022-07-21,3,2022-07-24,3661
8,Udaipur,2022-07-28,4,2022-08-01,8660
8,Ayodhya,2022-08-11,5,2022-08-16,7682
8,Kolkata,2022-08-25,6,2022-08-31,6310
8,Jamshedpur,2022-09-15,4,2022-09-19,3107
8,Imphal,2022-11-03,3,2022-11-06,9442
8,Guwahati,2022-11-24,3,2022-11-27,2334
8,Delhi NCR,2022-12-01,7,2022-12-08,5498
9,Chennai,2019-09-26,5,2019-10-01,4445
9,Mumbai,2019-10-03,1,2019-10-04,10654
9,Raigarh,2019-10-10,7,2019-10-17,4274
9,Gangtok,2019-11-28,2,2019-11-30,6437
9,Chennai,2019-12-05,4,2019-12-09,4418
9,Raigarh,2020-01-09,4,2020-01-13,4340
9,Delhi NCR,2020-01-23,4,2020-01-27,5439
9,Puducherry,2020-02-06,3,2020-02-09,2811
9,Shillong,2020-02-20,7,2020-02-27,6781
9,Bhopal,2020-04-09,3,2020-04-12,7154
9,Surat,2020-07-11,4,2020-07-15,8490
9,Puri,2020-06-18,4,2020-06-22,4655
9,Itanagar,2020-07-09,1,2020-07-10,5640
9,Ahmedabad,2020-07-30,3,2020-08-02,767
9,Khowai,2020-09-17,7,2020-09-24,1161
9,Bilaspur,2020-10-08,6,2020-10-14,2415
9,Guwahati,2020-10-15,1,2020-10-16,2339
9,Hyderabad,2020-10-22,4,2020-10-26,893
9,Visakhapatnam,2020-11-05,3,2020-11-08,9975
9,Pune,2021-01-14,5,2021-01-19,1580
9,Itanagar,2021-01-28,4,2021-02-01,5666
9,Jamshedpur,2021-04-08,6,2021-04-14,3045
9,Ahmedabad,2021-04-15,5,2021-04-20,631
9,Puducherry,2021-05-27,3,2021-05-30,2887
9,Nashik,2021-07-08,1,2021-07-09,3302
9,Indore,2021-07-15,4,2021-07-19,10144
9,Bhopal,2021-07-29,6,2021-08-04,7041
9,Gwalior,2021-08-12,6,2021-08-18,1952
9,Bilaspur,2021-08-19,4,2021-08-23,2501
9,Nashik,2021-09-23,5,2021-09-28,3385
9,Ludhiana,2021-11-07,7,2021-11-14,4039
9,Delhi NCR,2021-10-28,2,2021-10-30,5407
10,Patna,2019-10-03,7,2019-10-10,10533
10,Imphal,2019-11-15,1,2019-11-16,9486
10,Raipur,2019-12-26,7,2020-01-02,2687
10,Udaipur,2020-02-20,6,2020-02-26,8632
10,Indore,2020-03-12,7,2020-03-19,10109
10,Dabolim,2020-04-02,1,2020-04-03,532
10,Vijayawada,2020-05-07,7,2020-05-14,1694
10,Imphal,2020-06-18,4,2020-06-22,9477
10,Raipur,2020-06-25,1,2020-06-26,2773
10,Hyderabad,2020-08-06,3,2020-08-09,916
10,Shillong,2020-08-27,6,2020-09-02,6779
10,Khowai,2020-09-10,2,2020-09-12,1016
10,Kullu-Manali,2020-09-24,4,2020-09-28,7401
10,Mopa,2020-10-08,5,2020-10-13,3451
10,Ludhiana,2020-10-15,3,2020-10-18,4111
10,Ludhiana,2020-11-26,3,2020-11-29,4097
10,Chennai,2020-12-03,6,2020-12-09,4453
11,Ayodhya,2019-10-03,7,2019-10-10,7668
11,Dehradun,2019-10-25,5,2019-10-30,5162
11,Itanagar,2019-11-14,7,2019-11-21,5625
11,Pune,2019-11-21,6,2019-11-27,1490
11,Vijayawada,2019-12-19,2,2019-12-21,1653
11,Ludhiana,2020-01-02,1,2020-01-03,4116
11,Shimla,2020-01-16,3,2020-01-19,9203
11,Khowai,2020-01-24,2,2020-01-26,1056
11,Delhi NCR,2020-02-28,2,2020-03-01,5449
11,Kota,2020-03-20,1,2020-03-21,8326
11,Diu,2020-03-26,6,2020-04-01,8939
11,Pune,2020-04-09,6,2020-04-15,1497
11,Mumbai,2020-05-14,1,2020-05-15,10788
11,Puri,2020-06-11,7,2020-06-18,4798
11,Thiruvananthapuram,2020-07-30,7,2020-08-06,8015
11,Puri,2020-08-14,5,2020-08-19,4731
11,Gangtok,2020-09-10,3,2020-09-13,6482
11,Puducherry,2020-09-17,4,2020-09-21,2991
11,Visakhapatnam,2020-12-03,4,2020-12-07,9940
11,Ayodhya,2021-02-25,1,2021-02-26,7615
11,Varanasi,2021-03-11,5,2021-03-16,5815
11,Dehradun,2021-04-01,7,2021-04-08,5188
11,Thiruvananthapuram,2021-04-15,6,2021-04-21,8021
11,Pune,2021-05-20,5,2021-05-25,1532
11,Chennai,2021-05-27,2,2021-05-29,4418
11,Puducherry,2021-07-01,1,2021-07-02,2987
11,Bhopal,2021-07-15,3,2021-07-18,7048
11,Indore,2021-07-23,6,2021-07-29,10043
11,Amritsar,2021-08-12,1,2021-08-13,6803
11,Gwalior,2021-08-26,1,2021-08-27,1914
11,Pune,2021-09-09,3,2021-09-12,1483
11,Khowai,2021-09-23,1,2021-09-24,1103
11,Ranchi,2021-01-10,7,2021-01-17,298
11,Guwahati,2021-10-07,7,2021-10-14,2202
11,Srinagar,2021-10-14,7,2021-10-21,5316
11,Hyderabad,2021-11-25,4,2021-11-29,979
11,Tirupati,2021-12-02,5,2021-12-07,4840
11,Udaipur,2021-12-16,4,2021-12-20,8616
11,Gwalior,2021-12-30,4,2022-01-03,1980
11,Diu,2022-02-03,4,2022-02-07,8817
11,Bengaluru,2022-02-17,5,2022-02-22,2197
11,Prayagraj,2022-03-03,5,2022-03-08,3689
11,Delhi NCR,2022-06-02,6,2022-06-08,5463
11,Raigarh,2022-06-24,4,2022-06-28,4397
11,Patna,2022-07-14,1,2022-07-15,10517
11,Chandigarh,2022-08-04,1,2022-08-05,9064
11,Gangtok,2022-08-19,5,2022-08-24,6453
11,Bhubaneswar,2022-08-25,2,2022-08-27,7837
11,Visakhapatnam,2022-10-06,4,2022-10-10,9938
11,Bilaspur,2023-01-19,5,2023-01-24,2465
11,Jaipur,2023-01-26,3,2023-01-29,7311
11,Chandigarh,2023-03-17,5,2023-03-22,9085
11,Raigarh,2023-04-20,7,2023-04-27,4352
11,Ayodhya,2023-05-11,6,2023-05-17,7616
12,Delhi NCR,2019-09-26,1,2019-09-27,5581
12,Puri,2019-10-03,2,2019-10-05,4702
12,Shimla,2019-10-17,6,2019-10-23,9370
12,Raigarh,2019-12-05,4,2019-12-09,4216
12,Vadodara,2019-12-19,4,2019-12-23,3902
12,Puri,2020-01-09,4,2020-01-13,4770
12,Mysuru,2020-02-13,2,2020-02-15,10258
12,Dehradun,2020-02-20,3,2020-02-23,5006
12,Kullu-Manali,2020-03-05,5,2020-03-10,7488
12,Shillong,2020-04-09,3,2020-04-12,6773
12,Coimbatore,2020-04-16,6,2020-04-22,91
12,Chennai,2020-04-23,1,2020-04-24,4458
12,Guwahati,2020-06-07,7,2020-06-14,2312
12,Bhopal,2020-06-04,3,2020-06-07,7046
12,Delhi NCR,2020-06-11,4,2020-06-15,5480
12,Puducherry,2020-06-25,6,2020-07-01,2968
12,Puducherry,2020-07-02,5,2020-07-07,2878
12,Gwalior,2020-07-30,1,2020-07-31,1982
12,Visakhapatnam,2020-08-13,6,2020-08-19,9838
12,Patna,2020-08-20,4,2020-08-24,10442
12,Gwalior,2020-09-03,2,2020-09-05,1816
12,Ranchi,2020-09-24,3,2020-09-27,286
12,Bengaluru,2020-10-29,1,2020-10-30,2035
12,Mopa,2020-11-27,7,2020-12-04,3412
12,Bhubaneswar,2020-12-10,6,2020-12-16,7889
12,Dabolim,2021-01-07,3,2021-01-10,566
13,Itanagar,2019-10-10,3,2019-10-13,5734
13,Jaipur,2019-10-17,7,2019-10-24,7274
13,Hisar,2019-10-24,1,2019-10-25,9606
13,Ranchi,2019-10-31,1,2019-11-01,371
13,Surat,2019-11-07,7,2019-11-14,8553
13,Ranchi,2019-11-14,7,2019-11-21,375
13,Patna,2019-11-28,3,2019-12-01,10439
13,Guwahati,2020-01-09,4,2020-01-13,2393
13,Delhi NCR,2020-01-16,2,2020-01-18,5446
13,Bhubaneswar,2020-01-30,4,2020-02-03,7941
13,Khowai,2020-03-19,5,2020-03-24,1002
13,Diu,2020-04-09,2,2020-04-11,8968
13,Raipur,2020-05-07,4,2020-05-11,2632
13,Guwahati,2020-06-18,7,2020-06-25,2299
13,Delhi NCR,2020-07-30,3,2020-08-02,5421
13,Vadodara,2020-08-06,5,2020-08-11,3855
13,Shimla,2020-10-29,3,2020-11-01,9274
13,Kolkata,2020-11-05,4,2020-11-09,6325
13,Puducherry,2020-11-26,5,2020-12-01,2865
13,Dehradun,2020-12-24,3,2020-12-27,5140
13,Ranchi,2021-01-07,3,2021-01-10,255
13,Hyderabad,2021-01-28,1,2021-01-29,873
13,Nashik,2021-04-08,5,2021-04-13,3368
13,Visakhapatnam,2021-05-20,5,2021-05-25,9839
13,Ayodhya,2021-05-27,6,2021-06-02,7724
13,Gangtok,2021-06-03,5,2021-06-08,6415
13,Varanasi,2021-06-17,1,2021-06-18,5961
13,Raigarh,2021-07-29,6,2021-08-04,4391
13,Shimla,2021-08-05,3,2021-08-08,9245
13,Coimbatore,2021-08-12,7,2021-08-19,162
13,Visakhapatnam,2021-08-26,3,2021-08-29,9932
13,Bhubaneswar,2021-09-02,2,2021-09-04,7959
13,Bhubaneswar,2021-09-09,3,2021-09-12,7845
13,Prayagraj,2021-10-21,6,2021-10-27,3769
13,Itanagar,2021-12-04,7,2021-12-11,5797
13,Patna,2021-12-16,6,2021-12-22,10557
13,Prayagraj,2021-12-30,2,2022-01-01,3651
13,Shimla,2022-01-06,6,2022-01-12,9367
13,Srinagar,2022-04-10,7,2022-04-17,5317
13,Shimla,2022-05-12,1,2022-05-13,9271
13,Vadodara,2022-05-19,7,2022-05-26,3872
13,Khowai,2022-08-04,5,2022-08-09,1055
13,Pune,2022-09-08,5,2022-09-13,1490
13,Delhi NCR,2022-11-17,1,2022-11-18,5596
13,Bhopal,2022-01-13,4,2022-01-17,7140
13,Ayodhya,2022-12-22,7,2022-12-29,7793
13,Delhi NCR,2023-01-12,2,2023-01-14,5575
13,Chandigarh,2023-01-26,2,2023-01-28,9165
14,Kolkata,2019-10-03,2,2019-10-05,6218
14,Pune,2019-10-24,1,2019-10-25,1512
14,Pune,2019-10-31,4,2019-11-04,1496
14,Thiruvananthapuram,2019-11-21,7,2019-11-28,8021
14,Shimla,2020-02-06,3,2020-02-09,9296
14,Surat,2020-03-05,3,2020-03-08,8576
14,Shillong,2020-03-19,2,2020-03-21,6619
14,Udaipur,2020-05-21,4,2020-05-25,8645
14,Puri,2020-05-28,1,2020-05-29,4735
15,Khowai,2019-11-07,6,2019-11-13,1043
15,Amritsar,2019-12-26,3,2019-12-29,6970
15,Thiruvananthapuram,2020-01-16,3,2020-01-19,8080
15,Kota,2020-02-06,4,2020-02-10,8269
15,Vijayawada,2020-02-27,7,2020-03-05,1656
15,Jamshedpur,2020-03-05,7,2020-03-12,3018
15,Itanagar,2020-04-09,5,2020-04-14,5798
15,Hisar,2020-04-17,1,2020-04-18,9605
15,Jamshedpur,2020-05-07,5,2020-05-12,3093
15,Gwalior,2020-05-14,2,2020-05-16,1890
15,Ahmedabad,2020-06-25,7,2020-07-02,728
15,Ludhiana,2020-07-16,1,2020-07-17,4045
15,Ludhiana,2020-08-27,6,2020-09-02,4122
15,Thiruvananthapuram,2020-10-15,4,2020-10-19,8138
15,Nashik,2020-10-22,2,2020-10-24,3374
15,Gwalior,2020-12-03,7,2020-12-10,1879
15,Gwalior,2020-12-24,7,2020-12-31,1876
15,Jamshedpur,2021-03-11,5,2021-03-16,3104
15,Dabolim,2021-03-25,3,2021-03-28,510
15,Ludhiana,2021-04-08,2,2021-04-10,4168
15,Pune,2021-04-22,2,2021-04-24,1582
15,Coimbatore,2021-04-29,6,2021-05-05,98
15,Kota,2021-05-27,6,2021-06-02,8394
15,Ranchi,2021-06-03,3,2021-06-06,261
15,Kolkata,2021-06-17,3,2021-06-20,6383
15,Mopa,2021-06-24,2,2021-06-26,3518
15,Surat,2021-07-15,5,2021-07-20,8578
15,Udaipur,2021-07-22,2,2021-07-24,8713
15,Ayodhya,2021-08-12,1,2021-08-13,7679
15,Khowai,2021-08-19,3,2021-08-22,1150
15,Bhopal,2021-08-26,6,2021-09-01,7101
15,Mopa,2021-09-24,5,2021-09-29,3502
15,Surat,2021-10-21,1,2021-10-22,8460
15,Dehradun,2021-11-25,4,2021-11-29,5013
15,Amritsar,2021-12-23,5,2021-12-28,6901
15,Hyderabad,2022-01-13,3,2022-01-16,902
15,Pune,2022-01-20,7,2022-01-27,1444
15,Nashik,2022-01-27,7,2022-02-03,3330
15,Ranchi,2022-03-03,1,2022-03-04,348
15,Udaipur,2022-03-10,4,2022-03-14,8753
15,Bilaspur,2022-03-24,3,2022-03-27,2494
15,Hisar,2022-05-07,1,2022-05-08,9722
15,Nashik,2022-05-12,4,2022-05-16,3330
15,Diu,2022-06-02,1,2022-06-03,8992
15,Imphal,2022-07-21,4,2022-07-25,9469
16,Jaipur,2019-09-26,6,2019-10-02,7348
16,Raigarh,2019-10-17,7,2019-10-24,4207
16,Vadodara,2019-11-07,5,2019-11-12,3848
16,Varanasi,2019-11-14,6,2019-11-20,5876
