user_id,account_age,rental_duration,total_amount,failed_payment_attempts,vpn_detected,multiple_accounts,fraud_label
a0e9abcc-ada0-4672-8b1b-230f82a80182,764,20,141,0,0,0,0
4760474f-0e11-455c-bbfd-9134f977e063,570,26,293,0,0,0,0
5d777bde-7661-498c-a0d7-8284b1e99851,573,3,744,0,0,0,0
40430edb-7fbc-47fe-846a-fae4c52febb9,276,16,282,0,0,0,0
9d4bdf2d-550a-4174-ba2e-3429bf22f551,15,17,321,0,0,0,0
d24366cd-c9ae-4711-b63f-494c7ee6bd56,589,5,502,0,0,0,0
3ff0fbbd-4d5a-4e8a-b703-eb87744257cc,100,19,603,0,0,0,0
7ea7cf03-d3d1-4a6d-bbb0-b14e19ebc0e5,473,9,693,0,0,0,0
ec69fb24-ea8a-4170-ba31-b49181dea667,214,8,830,0,0,0,0
ae50e4c0-9c41-4e0e-b332-a3fdebf385e1,437,14,191,0,0,0,0
42098ac7-c376-4da8-aba9-2a8092ca0b3b,286,13,658,0,0,0,0
36723be4-7df8-4865-9fd0-c613e7ced4e3,93,9,696,0,0,0,0
fc7b2d27-be8e-4b08-94f8-616a7bf0e116,169,5,649,0,0,0,0
4d86e731-0697-4a52-be18-47b1cced34bd,425,8,884,0,0,0,0
8d56bdb2-39f6-40ea-b959-9da760f3bda0,699,24,454,0,0,0,0
8253a892-d785-436c-b10b-342052137f5c,246,15,610,0,0,0,0
49f842e3-af75-4f97-a617-0c5165779e99,451,22,120,0,0,0,0
6d1896e4-7225-4509-9fa2-77f8e429c19c,20,23,50,4,1,1,1
f5182b0d-b860-4f69-8b68-5eb9eb5d4df9,861,12,39,0,0,0,0
ec6b0b8d-58cf-4304-8241-a4e17c6cd397,989,16,431,0,0,0,0
4371e854-3a2b-47fa-b020-69cfa667fc9b,721,24,676,0,0,0,0
b94bce2b-a325-44e2-8e2e-78ef916de315,297,1,350,0,0,0,0
b1d6f491-8901-4be3-8056-f9187e5bc6f3,892,14,460,0,0,0,0
51a46345-5374-4ca9-9021-3853f2a8ace6,508,23,428,1,0,1,1
21a80859-c05b-480c-94b6-4929c0bb5da9,211,27,313,0,0,0,0
feb521fe-1714-4417-8a1f-b2aeb36a1013,518,16,939,0,0,0,0
35e024ab-7121-4025-8678-0847cb697090,79,30,148,0,0,0,0
d2b8705d-aaf0-494a-bd87-f6bfe6319c7c,77,20,450,0,0,0,0
005b0ee7-ffe1-4b0d-9a45-4abdf8eaba67,455,12,810,0,0,0,0
582f719e-3b50-4bc1-8f15-1b646cdc8725,750,30,867,0,0,0,0
b194daa1-141a-4e6a-bb12-cd5f75cf84de,351,17,344,0,0,0,0
485df508-ea77-483f-a504-a743c54df06f,959,16,857,0,0,0,0
bc1cc4aa-d1e7-4ad9-a32d-2334db6b0c73,208,27,310,0,0,0,0
a24096eb-9798-41bd-bde8-908cbd01e508,557,20,44,0,0,0,0
10c74ed8-a42f-4f3a-ad9c-b8efc6d2a1ce,619,4,164,0,0,0,0
b0774eb4-2db8-481d-b94b-7324d89764c7,48,3,609,0,0,0,0
0244f6f4-5f52-42f9-b9fd-3b5277f40ee9,801,17,715,0,0,0,0
274153fc-b7df-4d53-af54-bde0f955eebb,524,18,334,0,0,0,0
e6a115da-0445-4699-a967-475c9b95b955,867,22,913,0,0,0,0
7f426239-a6d3-4d64-8289-2d659b64a96c,638,3,64,0,0,0,0
f489257a-fae5-4a8c-9949-106ae18a2837,228,9,421,0,0,0,0
c447b148-bd70-4699-8569-c51bb7de1cec,446,22,609,0,0,0,0
07415ac4-ca9a-4636-8fd1-7341faa44b61,404,21,86,0,0,0,0
bb5db8a1-5218-4f7f-9032-c2e5a0f1447c,516,8,320,0,0,0,0
1ecebdd4-772f-42f1-bded-08e1d718a657,928,14,453,0,0,0,0
c3e7cb1c-2ddf-4208-8ac7-7add320ce4ed,60,6,507,0,0,0,0
525d274f-ba6d-4112-abcb-2526eaf6dff9,224,20,842,0,0,0,0
e612ab51-11bd-4cb2-9f4d-1c769285244a,296,26,462,0,0,0,0
655a3641-ede0-41c3-9b55-c47a830c5b2c,452,30,118,0,0,0,0
59d7a795-1738-4174-9441-c1963afd2b07,68,27,751,0,0,0,0
3da9dfd0-4bf3-4b29-9753-05325ee30765,185,24,666,0,0,0,0
a6f0da14-b9ea-4816-9904-9c7fd39a6808,151,29,381,0,0,0,0
def0f6ae-360d-434b-8e98-52e1d4002f82,345,26,675,0,0,0,0
ed584626-8c84-4402-bd5e-709bdc2fa637,267,12,347,0,0,0,0
6ae230c5-eff2-4b16-b03a-00dd3f98d892,587,18,633,0,0,0,0
2a7d3b6a-f827-4c09-9b62-700d518f7e96,632,25,185,0,0,0,0
c94c5fd7-c912-497d-9f6f-003c81c82c8f,132,14,91,0,0,0,0
1bf509e3-3e53-4fb5-866a-27485f152d80,522,23,335,0,0,0,0
de3b792c-5eda-4c81-b06e-bb760032363c,45,13,860,0,0,0,0
6049f194-cc28-4cb3-8a73-7b8e0bc1c850,878,19,614,0,0,0,0
b6493c19-8152-4871-8aad-2d00e6b71d39,54,21,31,0,0,0,0
3c3fcaa0-c307-4dad-95a8-02c686995f4b,313,10,613,0,0,0,0
ef9d47df-a96d-40fb-aa73-2d777192ef93,380,1,911,0,0,0,0
1c2f723e-f1c5-4a24-bc0f-ac45271fb185,664,8,951,0,0,0,0
d37f1491-b106-46a3-b9ca-70b3c419337a,681,14,303,0,0,0,0
21808ee6-1d52-4409-9f0e-3f794f22c87e,925,17,904,0,0,0,0
6ef5c38d-4723-4475-a88b-ac4c5d2f1504,465,15,552,0,0,0,0
33292cae-da98-401a-a4ca-6dcc72c4629d,194,17,103,0,0,0,0
3854934c-ae7c-4274-ae6d-873af0034483,80,14,288,0,0,0,0
dd742970-98fb-49ab-912a-1e5cfd1a4933,738,14,389,0,0,0,0
f4f250c2-be82-4ec8-ad73-a4eb8324470a,520,13,978,0,0,0,0
eeec72e0-5798-46ca-913a-ac582ea77353,536,15,370,0,0,0,0
bbb8de15-abf0-44fd-a7bb-2920928384ca,360,3,61,0,0,0,0
3d3ea29e-3485-402b-ae98-c1293e86ca50,433,5,878,0,0,0,0
c068c731-17ee-407e-8b84-83acadebfe00,802,8,338,0,0,0,0
7b070964-f66e-4a4c-8639-d2c27d6259a0,54,13,827,0,0,0,0
4078c036-8098-4e59-897c-8d6d16f4ab0c,301,23,303,0,0,0,0
d27f766e-fd4b-4834-b848-1698eb7e50f9,989,8,427,0,0,0,1
c6dad4e7-ddf0-42cd-a94e-614d4185af14,553,19,652,0,0,0,0
413fc3a3-add8-45bb-a457-8e2a15824d4b,137,30,245,0,0,0,0
f630530a-bcf1-4fb9-9994-34b118996aa2,615,7,561,0,0,0,0
81a40df7-1dc2-4378-b4e2-8359b106233d,623,21,721,0,0,0,0
8e947f4c-1b57-4f28-b5e5-700e80f0a5bf,97,6,678,0,0,0,0
d6ce5ecc-185e-4efb-bfe7-0365ac538d28,983,22,874,0,0,0,0
6482182b-f631-43db-b089-d6b2651d11ad,616,15,837,0,0,0,0
ca5de5db-b4a0-410c-86d7-b07113f6d39c,431,28,618,4,0,0,1
eb060101-5359-4c66-93e7-bac8859e82cf,889,26,582,0,0,0,0
be10ed2a-bee8-4eb2-8c8c-810289a23324,778,8,291,3,1,1,1
f8bdabe4-b005-41ce-ac47-bf0becee573d,214,20,245,0,0,0,0
54a0641f-cff2-41cc-bee2-682e1457d6ec,175,27,152,0,0,0,0
1beb42b9-e2ef-4374-b8cd-78fe5b3261dc,278,21,829,0,0,0,0
8888950b-0979-41c9-8822-de82e3cb20c7,290,26,826,0,0,0,0
577bf4c1-9045-4c37-b74b-d7eb8b81dc50,555,20,206,0,0,0,0
9a69f161-c013-4822-8ba4-d64fdcd34c08,272,1,613,0,0,0,0
71fa8dfc-1440-4fbc-b0ae-a98c5c8ebd8e,811,20,551,0,0,0,0
1fa5738a-f797-4538-bc6c-a59f6395faae,169,10,27,0,0,0,0
4a54834b-b0c4-46dd-8226-de941ef6395d,994,4,562,0,0,0,0
8cc53a6e-d307-4ffa-bf06-9becda67379c,144,14,982,0,0,0,0
88b0cf1b-e0fc-4c94-a8ac-7f15c055d569,401,4,222,0,0,0,0
d6265c6c-51ec-4a77-b3a3-bb5364946bb3,754,25,185,0,0,0,0
c9752fea-b78e-4084-afec-198a4322febd,647,15,976,0,0,0,0
6ce482d9-3995-4917-a878-4360c42a9c23,646,30,438,0,0,0,0
5e88461f-90a6-4431-a050-c45667779923,181,8,165,0,0,0,0
41609249-310c-494e-8074-5dc6cfcd86f6,793,18,1000,0,0,0,0
4d73b641-867d-4d29-ba15-7b044445a710,362,2,175,0,0,0,0
a7c7e72e-114f-48c1-b00c-01e84d5c7f14,214,4,140,0,0,0,0
9c42cf4c-92c0-4575-9da5-b658bdc31cc6,854,6,194,0,0,0,0
005603e6-53f3-4535-9da5-2115c454f990,521,2,736,0,0,0,0
cd7ac5ce-1ed9-48f1-84a7-f0bbc8c320e6,169,13,757,0,0,0,0
029a71b1-93c3-443e-a2da-a3979701b922,80,16,255,0,0,0,0
471f949e-a67f-4c5b-a72a-3e0db0158a5c,369,4,805,0,0,0,0
27748016-cd51-48aa-bac0-c783d05f8a9a,153,29,262,0,0,0,0
2ccbe7a3-f701-4af1-8193-d8022262ce3e,967,7,182,0,0,0,0
dfa61111-2f86-4cae-828d-cfa486027154,643,14,517,0,0,0,0
e4ac555c-6ae2-422c-b0d6-c1ccc93555a1,468,22,103,0,0,0,0
df72e961-777f-487e-875f-a2e44c05e63e,189,28,706,0,0,0,0
19aed2c2-5401-4172-8c53-a29d0bc55252,431,25,977,0,0,0,0
c1dd3e85-bc3f-46b8-aa5b-7d437a8716b3,65,24,339,0,0,0,0
932b51f1-89c5-4cf0-be1f-dfa9c1364556,878,4,817,0,0,0,0
18ffdd99-f000-458e-853a-9d4e6ac7cab1,430,9,266,0,0,0,0
ac5cebd1-8183-4d9a-b764-493a894cbbd3,377,6,827,0,0,0,0
fc3a0e6b-0c1a-41b8-9c27-96fa3a31bcce,203,28,807,0,0,0,0
9c80f8f7-61f2-4b41-a6ad-f50322ad2d86,380,8,145,0,0,0,0
f79ffec8-b113-4cbd-bb18-76a139e24353,470,14,930,0,0,0,0
47be5066-af3e-43be-b8ac-d197502836df,275,10,721,0,0,0,0
d04ac5ac-70eb-4ccb-9d80-cf9d07b3364d,508,16,415,0,0,0,1
2f5da17a-5bc1-4e85-a824-d32dcf73eb1b,897,30,549,0,0,0,0
25fb1be8-e8c6-400d-ac08-2dda41965f2a,615,20,581,0,0,0,0
94a4527d-e7a2-4f27-842e-4e39cb5d504d,13,9,565,0,0,0,0
37875431-fa89-427d-a859-d2f7e7e3c224,369,22,400,0,0,0,0
05fff879-db31-4c29-a33e-98934d2d58e4,199,9,563,0,0,0,0
030ff780-40fd-460f-9f02-3b7c929f3960,355,14,106,0,0,0,0
1f596e3e-25c1-40d1-96b9-721cef1cc6e1,345,10,438,0,0,0,0
74f8c06b-f447-4a1f-b8d2-9e7d1579e2ff,991,9,257,0,0,0,0
a70923b1-c090-4f56-9e24-d92cd5b291e0,601,29,42,0,0,0,0
d5f0121c-8875-4995-a5d3-cfbc06662e87,708,21,639,0,0,0,0
334320ca-dd9b-41f2-9f3a-b3dcbba6681d,783,23,821,0,0,0,0
18f049cc-2621-4151-92bd-dcb238bd1813,119,4,608,0,0,0,0
26abf387-85b2-47e7-a8c7-26e710f5cf9f,203,23,847,0,0,0,0
daecd638-3f8a-408f-8297-222637678e86,514,17,498,4,0,0,1
472b15d7-312d-4784-9aeb-e62251daec54,856,6,894,0,0,0,0
55aa69be-58ad-429d-957b-91f0c692ffc6,540,22,680,0,0,0,0
e0c8634b-73d4-4110-9834-227be139bf16,186,2,939,0,0,0,0
71b1608b-e272-47f5-806a-edfe86e4934f,989,11,543,3,0,0,1
0eb43f40-b209-40dd-8412-71754e9adb24,813,30,755,0,0,0,0
c8db293c-0ab1-4d5e-833e-ea54ebcdb986,920,12,351,0,0,0,0
a088310e-ac35-4acd-bef1-2fe5a6e4de2f,826,23,42,0,0,0,0
3f6089bb-9cc0-4982-9286-c42a86144feb,522,25,364,0,0,0,0
66877a9f-face-481d-9467-12782d8e8700,151,26,525,0,0,0,0
9328a234-cb7a-47ab-b8b1-1f1ea80282b1,928,22,721,0,0,0,0
b94f65f8-6dfa-4d26-b1a5-a7c39b4dc03e,896,24,493,0,0,0,0
d5fdb966-104d-47fe-ae74-69a82989c7ea,907,1,425,0,0,0,0
169f65b7-a8a9-4bef-ae74-7b1839d20d5f,242,5,26,0,0,0,0
bba9cfe3-ae6d-4c1e-8ec6-597fdcfb1b76,72,20,678,0,0,0,0
b41d3bbc-9fa4-4ba9-aef9-8573a0cf45ad,75,29,499,0,0,0,0
ccc01932-5f13-442d-ae51-e151bc5dd3c9,577,11,326,0,0,0,0
b86e22f1-2807-4f9f-8fd5-2abd0586767e,635,28,146,0,0,0,0
43a64f15-802f-467e-9d0d-a80153588982,398,7,222,0,0,0,0
c926634e-1ead-48ca-a81f-c736bc95af43,665,9,680,0,0,0,0
6a5513d5-744b-430a-b15e-c407463d20fb,407,29,33,0,0,0,0
43683b25-b5bd-4bc8-8754-f3438f997bec,53,3,182,0,0,0,0
d34d9db7-edd7-4206-9e7e-5d1422f2ff9c,246,21,661,4,0,0,1
de7437ed-fa17-4a3a-bfd2-adc12bf338bd,310,28,679,5,0,1,1
2b885026-1946-4b91-a336-82041b2f98ab,441,12,226,0,0,0,0
3f1a7297-4f80-48c5-9b68-367a408ade10,783,8,295,0,0,0,0
74ced655-3165-4863-b686-83e9f888f468,693,22,27,0,0,0,0
6b4c8e02-6ea5-46dc-bc58-616b7a4e1d07,415,28,207,0,0,0,0
277a656f-353d-4a63-a9f7-08f44e0cf03e,844,23,507,0,0,0,0
67653d3c-ccdd-4fa0-90ee-cd500a3e09df,506,18,273,0,0,0,0
59eef161-1bb4-4454-ac22-494b81d0c1c9,394,15,880,0,0,0,0
c29296a4-51c6-443a-ab82-372400b2afda,777,6,930,0,0,0,0
93276314-706e-45ef-9121-0edab30e88c2,152,2,404,0,0,0,0
f696b4cd-d224-4273-900a-2e4f7f76a64d,772,21,167,0,0,0,0
1fe728b5-da70-4c64-9709-2d7053169944,431,30,602,0,0,0,0
5294f3b1-cc96-437b-9c3b-82419e3a93e3,821,10,263,0,0,0,0
609bb76e-556c-48a2-945f-6ccd67032796,537,3,245,0,0,0,0
1114faab-1dda-45dd-be04-e3fef153f377,598,25,230,3,0,0,1
1020f6f1-335d-406d-9943-ad7ff47fe807,535,10,543,0,0,0,0
12d878bd-42cd-41ed-8547-4ab76f387ab2,665,30,214,0,0,0,0
48db7d57-8c43-4e51-8257-d2926aeb6cff,523,13,262,0,0,0,0
89370ebc-5f88-4d5d-91e8-640e93478efd,651,4,692,0,0,0,0
53c847bf-70b2-464c-b167-75082784db40,50,12,606,0,0,0,0
32e8afcc-a9d4-4be2-8e40-ac17189aa677,160,21,24,0,0,0,0
a4561134-4875-4609-a6e4-0db797284581,31,15,322,0,0,0,0
2b5d22c4-6e78-4230-bd9c-ef284031a1c2,906,8,460,0,0,0,0
ba8750eb-510e-459d-8037-e1082911142f,961,13,514,0,0,0,0
77292eb2-96db-434d-aab8-ef8e700cf9ef,204,8,72,0,0,0,0
b180a4b3-4db4-4c24-aff2-80c8a94110c4,80,22,209,0,0,0,0
1331d987-0e8d-4d3f-900b-f82bcf640213,599,21,499,0,0,0,0
d763538d-e690-46f8-99ee-1c7e5385b461,988,13,762,0,0,0,0
8e86c395-a721-49a9-995b-7349e49355e0,497,7,572,0,0,0,0
f6068b5c-9f1d-41e9-94bf-aa6d275e0449,926,15,298,0,0,0,0
5b4d81d0-15f3-406e-807d-d04165343453,899,25,627,0,0,0,0
4361a53c-20f8-4032-99dd-71b1d3a5e6a1,54,3,965,0,0,0,0
b940ef68-9079-441e-9823-dd15941adf90,888,19,540,0,0,0,0
f3a05794-e9b8-46f7-807f-b0fc247f37a3,167,14,244,0,0,0,0
74e19957-1031-49ea-99cd-3e44eda86bbc,441,9,584,0,0,0,0
677f4810-ffbc-4f9e-96a6-8bc41a770465,511,13,692,0,0,0,0
305b2d6e-371d-4999-95eb-5acdf239c873,445,5,763,0,0,0,0
5f6ca8a5-9e94-4f2e-9041-5d00b1bd4b2d,600,30,838,0,0,0,0
fc704f60-12b2-49f1-9aac-8f96d0e83693,867,2,113,0,0,0,0
059074fa-dbdc-4ea8-b9b6-ee0444eaf47d,513,4,114,0,0,0,0
71c67352-47c1-4716-ac9d-735189f3ef44,988,24,818,0,0,0,0
5e7ec88f-4f0c-46c5-9d6b-5afd3574f196,477,11,647,0,0,0,0
5ac4640e-0e8d-42c2-b66e-4ab499eac32f,603,15,844,0,0,0,0
f041dcc6-eff4-4833-8089-4d18060ec521,613,18,318,0,0,0,0
bc63de02-362f-4ae1-810c-e49c97e19539,549,23,902,0,0,0,0
10fbe477-5337-4eb2-8e09-faa5eedf3dcb,255,7,941,0,0,0,0
37688b6f-a26e-45c2-9e59-9b1fc9e6d466,71,2,255,0,0,0,0
7b0a0430-852d-43e3-bf04-501c7fe7f4d3,136,14,327,0,0,0,0
70200ce5-a4d0-450a-8e7c-3cef93aab1c4,779,20,891,0,0,0,0
b696ca45-3a99-48ee-b42f-d84b856a44f4,884,8,86,2,1,0,1
2c1fd07a-28d2-42bd-8b34-08f87290d91b,868,2,966,0,0,0,0
5dcd9d3f-46d3-4f51-bb86-1b2fcc1c2da6,100,24,43,0,0,0,0
94e8bd45-ed51-4b79-a00a-6b65998bb3d6,78,22,325,0,0,0,0
d04c6764-fcde-4e3a-a410-98b04cf02604,480,10,892,0,0,0,0
b479066b-6e86-4fad-9fe6-19fab7f5eff1,430,5,815,0,0,0,0
78eecd20-f9a6-4e81-870a-c59a202e7d02,106,26,651,0,0,0,0
c6011a29-4302-4ef1-99fc-2f15f83052fb,40,27,127,0,0,0,0
b22e2ed5-9379-463d-97c0-4f254634239b,415,17,66,0,0,0,0
