travelCode,user_id,Pickup_Location,rental_date,duration,return_date,Car_Id,total_amount,Duration_Hours,Total_Minutes,Days,Hours,Formatted_Duration,Duration_Days
337,3,Coimbatore,2021-11-12 01:26:00,2,14-11-2021 01:26,137,20528,48,2880,2,0,2 days 0 hours,2.0
338,3,Mumbai,2021-11-18 02:49:00,7,25-11-2021 02:49,10728,52920,168,10080,7,0,7 days 0 hours,7.0
347,3,Gwalior,2022-01-21 01:46:00,2,23-01-2022 01:46,1828,13416,48,2880,2,0,2 days 0 hours,2.0
350,3,Visakhapatnam,2022-10-02 07:54:00,5,07-10-2022 07:54,9967,40600,120,7200,5,0,5 days 0 hours,5.0
363,3,Gwalior,2022-12-05 05:58:00,3,08-12-2022 05:58,1840,14652,72,4320,3,0,3 days 0 hours,3.0
369,3,Raipur,2022-06-23 23:25:00,4,27-06-2022 23:25,2761,41392,96,5760,4,0,4 days 0 hours,4.0
373,3,Navi Mumbai,2022-07-22 00:31:00,3,25-07-2022 00:31,1202,20124,72,4320,3,0,3 days 0 hours,3.0
377,3,Raigarh,2022-08-18 20:38:00,7,25-08-2022 20:38,4360,47488,168,10080,7,0,7 days 0 hours,7.0
382,3,Kolkata,2022-09-22 17:47:00,2,24-09-2022 17:47,6358,32544,48,2880,2,0,2 days 0 hours,2.0
383,3,Imphal,2022-09-29 23:54:00,3,02-10-2022 23:54,9557,43248,72,4320,3,0,3 days 0 hours,3.0
385,3,Vijayawada,2022-10-13 05:43:00,2,15-10-2022 05:43,1733,21592,48,2880,2,0,2 days 0 hours,2.0
387,3,Vijayawada,2022-10-27 06:45:00,1,28-10-2022 06:45,1695,5734,24,1440,1,0,1 days 0 hours,1.0
388,3,Surat,2022-03-11 07:12:00,1,12-03-2022 07:12,8542,19508,24,1440,1,0,1 days 0 hours,1.0
394,3,Jamshedpur,2022-12-15 19:29:00,7,22-12-2022 19:29,3056,37114,168,10080,7,0,7 days 0 hours,7.0
397,3,Ludhiana,2023-05-01 14:58:00,3,04-05-2023 14:58,4157,43548,72,4320,3,0,3 days 0 hours,3.0
398,3,Chandigarh,2023-12-01 03:22:00,2,03-12-2023 03:22,9112,11768,48,2880,2,0,2 days 0 hours,2.0
403,3,Kolkata,2023-02-16 22:20:00,2,18-02-2023 22:20,6292,15416,48,2880,2,0,2 days 0 hours,2.0
404,3,Jaipur,2023-02-24 00:19:00,5,01-03-2023 00:19,7302,92540,120,7200,5,0,5 days 0 hours,5.0
406,3,Udaipur,2023-09-03 20:20:00,3,06-09-2023 20:20,8714,26868,72,4320,3,0,3 days 0 hours,3.0
408,3,Diu,2023-03-23 21:20:00,2,25-03-2023 21:20,8808,10920,48,2880,2,0,2 days 0 hours,2.0
409,3,Jamshedpur,2023-03-30 16:46:00,1,31-03-2023 16:46,3028,6708,24,1440,1,0,1 days 0 hours,1.0
410,3,Bengaluru,2023-06-04 14:50:00,7,11-06-2023 14:50,2050,78120,168,10080,7,0,7 days 0 hours,7.0
412,3,Udaipur,2023-04-20 16:16:00,4,24-04-2023 16:16,8623,21080,96,5760,4,0,4 days 0 hours,4.0
415,3,Hyderabad,2023-11-06 01:09:00,5,11-11-2023 01:09,888,32300,120,7200,5,0,5 days 0 hours,5.0
417,3,Vadodara,2023-05-25 05:40:00,6,31-05-2023 05:40,3934,67224,144,8640,6,0,6 days 0 hours,6.0
418,3,Bhubaneswar,2023-01-06 09:47:00,7,13-01-2023 09:47,7931,66836,168,10080,7,0,7 days 0 hours,7.0
419,3,Imphal,2023-08-06 04:41:00,4,10-08-2023 04:41,9495,22736,96,5760,4,0,4 days 0 hours,4.0
424,3,Ludhiana,2023-07-13 19:45:00,5,18-07-2023 19:45,4172,47540,120,7200,5,0,5 days 0 hours,5.0
426,4,Vijayawada,2019-03-10 13:15:00,0,10-03-2019 22:15,1714,8806,9,540,0,9,0 days 9 hours,0.375
431,4,Itanagar,2019-07-11 18:13:00,1,12-07-2019 18:13,5616,5052,24,1440,1,0,1 days 0 hours,1.0
432,4,Imphal,2019-11-14 22:48:00,2,16-11-2019 22:48,9553,18032,48,2880,2,0,2 days 0 hours,2.0
440,4,Bilaspur,2020-09-01 01:43:00,2,03-09-2020 01:43,2515,15152,48,2880,2,0,2 days 0 hours,2.0
442,4,Indore,2020-01-23 21:26:00,5,28-01-2020 21:26,10127,36100,120,7200,5,0,5 days 0 hours,5.0
445,4,Hyderabad,2020-02-14 01:35:00,7,21-02-2020 01:35,914,62692,168,10080,7,0,7 days 0 hours,7.0
447,4,Kullu-Manali,2020-02-27 17:56:00,6,04-03-2020 17:56,7511,35412,144,8640,6,0,6 days 0 hours,6.0
450,4,Puducherry,2020-03-19 16:21:00,2,21-03-2020 16:21,2819,14232,48,2880,2,0,2 days 0 hours,2.0
452,4,Srinagar,2020-02-04 05:03:00,4,08-02-2020 05:03,5312,22936,96,5760,4,0,4 days 0 hours,4.0
456,4,Surat,2020-04-30 03:04:00,7,07-05-2020 03:04,8559,49364,168,10080,7,0,7 days 0 hours,7.0
457,4,Dabolim,2020-07-06 00:15:00,0,06-07-2020 12:15,461,12000,12,720,0,12,0 days 12 hours,0.5
468,4,Patna,2020-07-23 05:59:00,0,23-07-2020 19:59,10521,9448,14,840,0,14,0 days 14 hours,0.583333333
473,4,Vadodara,2020-08-27 02:30:00,6,02-09-2020 02:30,3807,31320,144,8640,6,0,6 days 0 hours,6.0
481,4,Mysuru,2020-10-22 08:45:00,1,23-10-2020 08:45,10270,13506,24,1440,1,0,1 days 0 hours,1.0
486,4,Patna,2020-11-26 08:39:00,3,29-11-2020 08:39,10488,18930,72,4320,3,0,3 days 0 hours,3.0
490,4,Khowai,2020-12-24 22:54:00,4,28-12-2020 22:54,1197,60864,96,5760,4,0,4 days 0 hours,4.0
491,4,Patna,2020-12-31 11:37:00,4,04-01-2021 11:37,10443,29264,96,5760,4,0,4 days 0 hours,4.0
494,4,Srinagar,2021-01-21 19:47:00,4,25-01-2021 19:47,5256,21008,96,5760,4,0,4 days 0 hours,4.0
498,4,Kota,2021-02-19 01:37:00,6,25-02-2021 01:37,8282,45048,144,8640,6,0,6 days 0 hours,6.0
500,4,Tirupati,2021-04-03 23:14:00,2,05-04-2021 23:14,4999,15304,48,2880,2,0,2 days 0 hours,2.0
501,4,Kota,2021-11-03 12:33:00,6,09-11-2021 12:33,8371,60888,144,8640,6,0,6 days 0 hours,6.0
505,4,Mumbai,2021-08-05 01:46:00,4,09-08-2021 01:46,10607,21080,96,5760,4,0,4 days 0 hours,4.0
514,4,Puducherry,2021-10-06 10:04:00,0,06-10-2021 22:04,2847,5370,12,720,0,12,0 days 12 hours,0.5
517,4,Hisar,2021-01-08 01:47:00,2,10-01-2021 01:47,9765,22128,48,2880,2,0,2 days 0 hours,2.0
529,4,Khowai,2021-09-23 05:30:00,5,28-09-2021 05:30,1012,33290,120,7200,5,0,5 days 0 hours,5.0
532,4,Coimbatore,2021-10-15 01:07:00,3,18-10-2021 01:07,172,27924,72,4320,3,0,3 days 0 hours,3.0
537,4,Amritsar,2021-11-18 21:53:00,7,25-11-2021 21:53,6857,60648,168,10080,7,0,7 days 0 hours,7.0
541,4,Patna,2021-12-16 18:41:00,7,23-12-2021 18:41,10584,56420,168,10080,7,0,7 days 0 hours,7.0
543,4,Mumbai,2021-12-30 19:46:00,5,04-01-2022 19:46,10659,37080,120,7200,5,0,5 days 0 hours,5.0
545,4,Puri,2022-01-13 05:12:00,1,14-01-2022 05:12,4687,6070,24,1440,1,0,1 days 0 hours,1.0
548,4,Dabolim,2022-03-02 06:16:00,7,09-03-2022 06:16,533,75572,168,10080,7,0,7 days 0 hours,7.0
555,4,Shillong,2022-03-24 15:04:00,6,30-03-2022 15:04,6626,44280,144,8640,6,0,6 days 0 hours,6.0
556,4,Ayodhya,2022-03-31 05:02:00,0,31-03-2022 18:02,7712,5684,13,780,0,13,0 days 13 hours,0.541666667
557,4,Kota,2022-07-04 18:03:00,2,06-07-2022 18:03,8302,36616,48,2880,2,0,2 days 0 hours,2.0
559,4,Udaipur,2022-04-21 23:14:00,1,22-04-2022 23:14,8757,14616,24,1440,1,0,1 days 0 hours,1.0
562,4,Hyderabad,2022-12-05 21:56:00,1,06-12-2022 21:56,1000,7784,24,1440,1,0,1 days 0 hours,1.0
564,4,Pune,2022-05-26 14:34:00,3,29-05-2022 14:34,1533,32688,72,4320,3,0,3 days 0 hours,3.0
565,4,Imphal,2022-02-06 14:43:00,7,13-02-2022 14:43,9482,52556,168,10080,7,0,7 days 0 hours,7.0
574,4,Hyderabad,2022-04-08 07:45:00,4,12-04-2022 07:45,882,30832,96,5760,4,0,4 days 0 hours,4.0
578,4,Pune,2022-01-09 23:57:00,3,12-01-2022 23:57,1484,21450,72,4320,3,0,3 days 0 hours,3.0
581,4,Itanagar,2022-09-22 19:58:00,6,28-09-2022 19:58,5763,58896,144,8640,6,0,6 days 0 hours,6.0
582,4,Mumbai,2022-09-29 23:15:00,3,02-10-2022 23:15,10665,24768,72,4320,3,0,3 days 0 hours,3.0
586,4,Jamshedpur,2022-10-27 02:12:00,0,27-10-2022 17:12,3034,7956,15,900,0,15,0 days 15 hours,0.625
587,4,Varanasi,2022-03-11 12:34:00,6,17-03-2022 12:34,5867,43596,144,8640,6,0,6 days 0 hours,6.0
588,4,Bhopal,2022-10-11 08:54:00,5,16-10-2022 08:54,7005,41820,120,7200,5,0,5 days 0 hours,5.0
591,4,Tirupati,2022-01-12 19:36:00,3,15-01-2022 19:36,4822,52374,72,4320,3,0,3 days 0 hours,3.0
596,4,Vadodara,2023-05-01 05:14:00,4,05-05-2023 05:14,3819,28464,96,5760,4,0,4 days 0 hours,4.0
598,4,Mysuru,2023-01-19 04:58:00,3,22-01-2023 04:58,10355,26328,72,4320,3,0,3 days 0 hours,3.0
604,4,Shillong,2023-02-03 11:39:00,0,03-02-2023 20:39,6745,9956,9,540,0,9,0 days 9 hours,0.375
605,4,Gwalior,2023-09-03 13:56:00,3,06-09-2023 13:56,1940,27840,72,4320,3,0,3 days 0 hours,3.0
609,4,Vijayawada,2023-06-05 00:14:00,6,11-06-2023 00:14,1693,57876,144,8640,6,0,6 days 0 hours,6.0
619,4,Dehradun,2023-06-15 04:59:00,2,17-06-2023 04:59,5144,14920,48,2880,2,0,2 days 0 hours,2.0
621,4,Jamshedpur,2023-06-29 09:02:00,2,01-07-2023 09:02,3033,14232,48,2880,2,0,2 days 0 hours,2.0
623,4,Nashik,2023-07-13 18:33:00,0,14-07-2023 03:33,3381,14400,9,540,0,9,0 days 9 hours,0.375
624,5,Nashik,2019-09-26 14:20:00,0,26-09-2019 15:20,3301,12500,1,60,0,1,0 days 1 hours,0.041666667
638,5,Visakhapatnam,2020-02-01 23:52:00,6,07-02-2020 23:52,9988,57648,144,8640,6,0,6 days 0 hours,6.0
643,5,Mopa,2020-06-02 17:48:00,2,04-06-2020 17:48,3431,10204,48,2880,2,0,2 days 0 hours,2.0
644,5,Nashik,2020-02-14 00:38:00,3,17-02-2020 00:38,3300,24540,72,4320,3,0,3 days 0 hours,3.0
646,5,Bhopal,2020-02-27 12:52:00,4,02-03-2020 12:52,7140,37120,96,5760,4,0,4 days 0 hours,4.0
648,5,Mysuru,2020-12-03 20:36:00,4,07-12-2020 20:36,10300,32720,96,5760,4,0,4 days 0 hours,4.0
658,5,Srinagar,2020-05-21 06:42:00,2,23-05-2020 06:42,5290,23420,48,2880,2,0,2 days 0 hours,2.0
668,5,Hisar,2020-07-30 08:58:00,5,04-08-2020 08:58,9634,39780,120,7200,5,0,5 days 0 hours,5.0
670,5,Udaipur,2020-08-13 10:40:00,2,15-08-2020 10:40,8677,25632,48,2880,2,0,2 days 0 hours,2.0
676,5,Puducherry,2020-09-24 17:01:00,3,27-09-2020 17:01,2848,16830,72,4320,3,0,3 days 0 hours,3.0
680,5,Guwahati,2020-10-23 00:11:00,6,29-10-2020 00:11,2261,71700,144,8640,6,0,6 days 0 hours,6.0
683,5,Coimbatore,2020-12-11 14:03:00,0,11-12-2020 17:03,137,10264,3,180,0,3,0 days 3 hours,0.125
687,5,Kota,2020-10-12 07:35:00,2,14-10-2020 07:35,8327,14240,48,2880,2,0,2 days 0 hours,2.0
688,6,Visakhapatnam,2019-09-26 19:26:00,3,29-09-2019 19:26,9922,26424,72,4320,3,0,3 days 0 hours,3.0
690,6,Kolkata,2019-10-10 02:32:00,5,15-10-2019 02:32,6273,37080,120,7200,5,0,5 days 0 hours,5.0
695,6,Raigarh,2019-11-14 13:26:00,2,16-11-2019 13:26,4392,14968,48,2880,2,0,2 days 0 hours,2.0
696,6,Ranchi,2019-11-21 11:09:00,4,25-11-2019 11:09,218,40280,96,5760,4,0,4 days 0 hours,4.0
698,6,Bhopal,2019-05-12 20:03:00,6,18-05-2019 20:03,7069,53976,144,8640,6,0,6 days 0 hours,6.0
699,6,Jamshedpur,2019-12-12 05:12:00,1,13-12-2019 05:12,3024,5460,24,1440,1,0,1 days 0 hours,1.0
701,6,Tirupati,2019-12-26 13:55:00,6,01-01-2020 13:55,4868,41148,144,8640,6,0,6 days 0 hours,6.0
707,6,Hyderabad,2020-06-02 19:38:00,4,06-06-2020 19:38,993,40064,96,5760,4,0,4 days 0 hours,4.0
711,6,Mopa,2020-05-03 03:54:00,1,04-05-2020 03:54,3474,8156,24,1440,1,0,1 days 0 hours,1.0
712,6,Navi Mumbai,2020-12-03 06:10:00,5,08-12-2020 06:10,1382,100540,120,7200,5,0,5 days 0 hours,5.0
718,6,Khowai,2020-04-23 21:11:00,6,29-04-2020 21:11,1100,49080,144,8640,6,0,6 days 0 hours,6.0
719,6,Visakhapatnam,2020-04-30 20:33:00,7,07-05-2020 20:33,9940,66360,168,10080,7,0,7 days 0 hours,7.0
723,6,Puri,2020-05-28 23:50:00,0,29-05-2020 04:50,4692,7558,5,300,0,5,0 days 5 hours,0.208333333
739,6,Guwahati,2020-09-17 08:29:00,5,22-09-2020 08:29,2254,47270,120,7200,5,0,5 days 0 hours,5.0
745,6,Kullu-Manali,2020-10-29 08:19:00,3,01-11-2020 08:19,7553,27348,72,4320,3,0,3 days 0 hours,3.0
746,6,Khowai,2020-05-11 11:31:00,2,13-05-2020 11:31,1193,19632,48,2880,2,0,2 days 0 hours,2.0
747,6,Puducherry,2020-12-11 12:27:00,3,14-12-2020 12:27,2853,26838,72,4320,3,0,3 days 0 hours,3.0
749,6,Jamshedpur,2020-11-26 23:36:00,7,03-12-2020 23:36,3156,63812,168,10080,7,0,7 days 0 hours,7.0
753,6,Bhopal,2020-12-24 16:03:00,2,26-12-2020 16:03,7053,17992,48,2880,2,0,2 days 0 hours,2.0
754,6,Jaipur,2020-12-31 15:21:00,6,06-01-2021 15:21,7344,45360,144,8640,6,0,6 days 0 hours,6.0
755,6,Srinagar,2021-07-01 12:54:00,5,06-07-2021 12:54,5358,80360,120,7200,5,0,5 days 0 hours,5.0
762,6,Jamshedpur,2021-02-25 02:29:00,7,04-03-2021 02:29,3090,81970,168,10080,7,0,7 days 0 hours,7.0
767,6,Gwalior,2021-01-04 18:14:00,3,07-01-2021 18:14,1948,25824,72,4320,3,0,3 days 0 hours,3.0
778,7,Mysuru,2019-11-21 05:38:00,5,26-11-2019 05:38,10255,25170,120,7200,5,0,5 days 0 hours,5.0
